date,/m/0jgxn,isPartial
2019-12-29,0,False
2020-01-05,68,False
2020-01-12,92,False
2020-01-19,82,False
2020-01-26,68,False
2020-02-02,88,False
2020-02-09,79,False
2020-02-16,63,False
2020-02-23,65,False
2020-03-01,56,False
2020-03-08,61,False
2020-03-15,41,False
2020-03-22,0,False
2020-03-29,41,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,57,False
2020-05-03,63,False
2020-05-10,82,False
2020-05-17,47,False
2020-05-24,92,False
2020-05-31,58,False
2020-06-07,57,False
2020-06-14,51,False
2020-06-21,100,False
2020-06-28,52,False
2020-07-05,82,False
2020-07-12,47,False
2020-07-19,45,False
2020-07-26,70,False
2020-08-02,68,False
2020-08-09,68,False
2020-08-16,69,False
2020-08-23,57,False
2020-08-30,62,False
2020-09-06,61,False
2020-09-13,69,False
2020-09-20,84,False
2020-09-27,93,False
2020-10-04,52,False
2020-10-11,77,False
2020-10-18,50,False
2020-10-25,65,False
2020-11-01,49,False
2020-11-08,55,False
2020-11-15,81,False
2020-11-22,69,False
2020-11-29,58,False
2020-12-06,59,False
2020-12-13,66,False
2020-12-20,0,False
2020-12-27,0,False
