date,/m/03f_cb,isPartial
2019-12-29,0,False
2020-01-05,56,False
2020-01-12,44,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,48,False
2020-03-01,54,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,42,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,66,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,0,False
2020-05-24,0,False
2020-05-31,0,False
2020-06-07,50,False
2020-06-14,40,False
2020-06-21,51,False
2020-06-28,0,False
2020-07-05,0,False
2020-07-12,0,False
2020-07-19,48,False
2020-07-26,0,False
2020-08-02,50,False
2020-08-09,0,False
2020-08-16,0,False
2020-08-23,45,False
2020-08-30,0,False
2020-09-06,0,False
2020-09-13,51,False
2020-09-20,0,False
2020-09-27,0,False
2020-10-04,0,False
2020-10-11,0,False
2020-10-18,57,False
2020-10-25,0,False
2020-11-01,0,False
2020-11-08,0,False
2020-11-15,0,False
2020-11-22,0,False
2020-11-29,0,False
2020-12-06,100,False
2020-12-13,61,False
2020-12-20,0,False
2020-12-27,0,False
