date,/m/06796,isPartial
2023-01-01,58,False
2023-01-08,0,False
2023-01-15,0,False
2023-01-22,0,False
2023-01-29,63,False
2023-02-05,0,False
2023-02-12,0,False
2023-02-19,52,False
2023-02-26,55,False
2023-03-05,50,False
2023-03-12,0,False
2023-03-19,53,False
2023-03-26,0,False
2023-04-02,0,False
2023-04-09,0,False
2023-04-16,72,False
2023-04-23,61,False
2023-04-30,0,False
2023-05-07,0,False
2023-05-14,60,False
2023-05-21,0,False
2023-05-28,0,False
2023-06-04,0,False
2023-06-11,0,False
2023-06-18,0,False
2023-06-25,0,False
2023-07-02,58,False
2023-07-09,0,False
2023-07-16,0,False
2023-07-23,60,False
2023-07-30,0,False
2023-08-06,0,False
2023-08-13,0,False
2023-08-20,0,False
2023-08-27,88,False
2023-09-03,0,False
2023-09-10,59,False
2023-09-17,0,False
2023-09-24,0,False
2023-10-01,100,False
2023-10-08,0,False
2023-10-15,0,False
2023-10-22,0,False
2023-10-29,0,False
2023-11-05,0,False
2023-11-12,0,False
2023-11-19,57,False
2023-11-26,0,False
2023-12-03,0,False
2023-12-10,0,False
2023-12-17,76,False
2023-12-24,0,False
2023-12-31,0,False
