date,/m/03f_cb,isPartial
2023-01-01,0,False
2023-01-08,0,False
2023-01-15,100,False
2023-01-22,52,False
2023-01-29,0,False
2023-02-05,0,False
2023-02-12,0,False
2023-02-19,56,False
2023-02-26,0,False
2023-03-05,0,False
2023-03-12,0,False
2023-03-19,0,False
2023-03-26,54,False
2023-04-02,0,False
2023-04-09,54,False
2023-04-16,0,False
2023-04-23,0,False
2023-04-30,0,False
2023-05-07,0,False
2023-05-14,0,False
2023-05-21,0,False
2023-05-28,0,False
2023-06-04,50,False
2023-06-11,0,False
2023-06-18,0,False
2023-06-25,0,False
2023-07-02,0,False
2023-07-09,0,False
2023-07-16,0,False
2023-07-23,0,False
2023-07-30,73,False
2023-08-06,0,False
2023-08-13,0,False
2023-08-20,50,False
2023-08-27,0,False
2023-09-03,0,False
2023-09-10,0,False
2023-09-17,68,False
2023-09-24,0,False
2023-10-01,0,False
2023-10-08,0,False
2023-10-15,0,False
2023-10-22,65,False
2023-10-29,0,False
2023-11-05,0,False
2023-11-12,0,False
2023-11-19,0,False
2023-11-26,0,False
2023-12-03,0,False
2023-12-10,0,False
2023-12-17,0,False
2023-12-24,0,False
2023-12-31,58,False
