geoName;coordinates;estrés;dolor de cuello;dolor de espalda;molestias en los ojos;dolor de muñeca;Fecha
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;15/06/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/06/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/06/2020
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;19/06/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/06/2020
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;20/06/2020
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;22/06/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/06/2020
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;23/06/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/06/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/06/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/06/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/06/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/06/2020
Épila;{'lat': 41.596716, 'lng': -1.2674411};0;0;0;0;0;04/07/2020
Épila;{'lat': 41.596716, 'lng': -1.2674411};0;0;0;0;0;05/07/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;11/07/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/07/2020
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;14/07/2020
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;15/07/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/07/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/07/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/07/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/07/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;100;0;0;0;26/07/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;100;0;0;0;27/07/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/08/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;05/08/2020
Épila;{'lat': 41.596716, 'lng': -1.2674411};0;0;0;0;0;08/08/2020
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;09/08/2020
Ricla;{'lat': 41.506493, 'lng': -1.4036179};0;0;0;0;0;09/08/2020
Épila;{'lat': 41.596716, 'lng': -1.2674411};0;0;0;0;0;09/08/2020
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;10/08/2020
Ricla;{'lat': 41.506493, 'lng': -1.4036179};0;0;0;0;0;10/08/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/08/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;11/08/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/08/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/08/2020
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;21/08/2020
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;22/08/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/09/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/09/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/09/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;14/09/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;16/09/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/09/2020
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;21/09/2020
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;22/09/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;23/09/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;24/09/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;05/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/10/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;08/10/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;09/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/10/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;24/10/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;25/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/10/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;26/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;26/10/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;27/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/10/2020
Alcañiz;{'lat': 41.0510353, 'lng': -0.1335373};0;0;0;0;0;28/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/10/2020
Alcañiz;{'lat': 41.0510353, 'lng': -0.1335373};0;0;0;0;0;29/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;29/10/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;07/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/11/2020
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;11/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/11/2020
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;12/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;100;0;0;0;13/11/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;14/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/11/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;15/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;16/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/11/2020
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;24/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/11/2020
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;25/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;30/11/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;03/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/12/2020
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;08/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/12/2020
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;09/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/12/2020
Tauste;{'lat': 41.9202247, 'lng': -1.2578169};0;0;0;0;0;13/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/12/2020
Tauste;{'lat': 41.9202247, 'lng': -1.2578169};0;0;0;0;0;14/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;16/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/12/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;19/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/12/2020
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;20/12/2020
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;20/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/12/2020
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;21/12/2020
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;26/12/2020
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;27/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;29/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;30/12/2020
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;02/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};48;52;0;0;0;03/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;04/01/2021
Alcañiz;{'lat': 41.0510353, 'lng': -0.1335373};0;0;0;0;0;06/01/2021
Alcañiz;{'lat': 41.0510353, 'lng': -0.1335373};0;0;0;0;0;07/01/2021
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;07/01/2021
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;08/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/01/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;11/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/01/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;12/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/01/2021
Ricla;{'lat': 41.506493, 'lng': -1.4036179};0;0;0;0;0;14/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/01/2021
Ricla;{'lat': 41.506493, 'lng': -1.4036179};0;0;0;0;0;15/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/01/2021
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;16/01/2021
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;17/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/01/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;28/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/01/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;29/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;29/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;30/01/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;02/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;05/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/02/2021
Ciudad Residencial el Zorongo;{'lat': 41.7659922, 'lng': -0.8806231};0;0;0;0;0;15/02/2021
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;15/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/02/2021
Ciudad Residencial el Zorongo;{'lat': 41.7659922, 'lng': -0.8806231};0;0;0;0;0;16/02/2021
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;16/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/02/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};28;0;72;0;0;05/03/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;06/03/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/03/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;07/03/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;07/03/2021
Ciudad Residencial el Zorongo;{'lat': 41.7659922, 'lng': -0.8806231};0;0;0;0;0;11/03/2021
Ciudad Residencial el Zorongo;{'lat': 41.7659922, 'lng': -0.8806231};0;0;0;0;0;12/03/2021
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;19/03/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/03/2021
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;20/03/2021
Pedrola;{'lat': 41.7851062, 'lng': -1.2185371};0;0;0;0;0;20/03/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/03/2021
Pedrola;{'lat': 41.7851062, 'lng': -1.2185371};0;0;0;0;0;21/03/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/03/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/03/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;05/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;07/04/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;08/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/04/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;09/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/04/2021
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;10/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/04/2021
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;11/04/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;11/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;11/04/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;12/04/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;12/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/04/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;13/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/04/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;15/04/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;16/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};70;0;30;0;0;19/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;29/04/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;30/04/2021
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;01/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/05/2021
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;02/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;03/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/05/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;05/05/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;06/05/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;07/05/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;08/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;11/05/2021
