date,/m/0jgxn,isPartial
2023-01-01,17,False
2023-01-08,27,False
2023-01-15,0,False
2023-01-22,20,False
2023-01-29,0,False
2023-02-05,22,False
2023-02-12,19,False
2023-02-19,18,False
2023-02-26,0,False
2023-03-05,27,False
2023-03-12,17,False
2023-03-19,0,False
2023-03-26,0,False
2023-04-02,0,False
2023-04-09,0,False
2023-04-16,0,False
2023-04-23,0,False
2023-04-30,0,False
2023-05-07,0,False
2023-05-14,0,False
2023-05-21,0,False
2023-05-28,0,False
2023-06-04,0,False
2023-06-11,27,False
2023-06-18,32,False
2023-06-25,28,False
2023-07-02,33,False
2023-07-09,24,False
2023-07-16,38,False
2023-07-23,27,False
2023-07-30,20,False
2023-08-06,29,False
2023-08-13,28,False
2023-08-20,34,False
2023-08-27,32,False
2023-09-03,19,False
2023-09-10,36,False
2023-09-17,34,False
2023-09-24,25,False
2023-10-01,57,False
2023-10-08,38,False
2023-10-15,27,False
2023-10-22,32,False
2023-10-29,21,False
2023-11-05,25,False
2023-11-12,52,False
2023-11-19,42,False
2023-11-26,31,False
2023-12-03,32,False
2023-12-10,47,False
2023-12-17,60,False
2023-12-24,84,False
2023-12-31,100,False
