date,/m/0jgxn,isPartial
2023-01-01,0,False
2023-01-08,37,False
2023-01-15,35,False
2023-01-22,0,False
2023-01-29,26,False
2023-02-05,25,False
2023-02-12,26,False
2023-02-19,22,False
2023-02-26,27,False
2023-03-05,0,False
2023-03-12,35,False
2023-03-19,32,False
2023-03-26,34,False
2023-04-02,24,False
2023-04-09,0,False
2023-04-16,20,False
2023-04-23,29,False
2023-04-30,0,False
2023-05-07,0,False
2023-05-14,26,False
2023-05-21,24,False
2023-05-28,25,False
2023-06-04,26,False
2023-06-11,25,False
2023-06-18,29,False
2023-06-25,0,False
2023-07-02,29,False
2023-07-09,0,False
2023-07-16,29,False
2023-07-23,21,False
2023-07-30,20,False
2023-08-06,0,False
2023-08-13,0,False
2023-08-20,0,False
2023-08-27,0,False
2023-09-03,32,False
2023-09-10,31,False
2023-09-17,34,False
2023-09-24,19,False
2023-10-01,0,False
2023-10-08,25,False
2023-10-15,37,False
2023-10-22,27,False
2023-10-29,27,False
2023-11-05,33,False
2023-11-12,69,False
2023-11-19,53,False
2023-11-26,45,False
2023-12-03,53,False
2023-12-10,75,False
2023-12-17,100,False
2023-12-24,81,False
2023-12-31,85,False
