date,/m/06796,isPartial
2021-12-26,0,False
2022-01-02,77,False
2022-01-09,0,False
2022-01-16,0,False
2022-01-23,52,False
2022-01-30,64,False
2022-02-06,0,False
2022-02-13,0,False
2022-02-20,93,False
2022-02-27,0,False
2022-03-06,70,False
2022-03-13,43,False
2022-03-20,0,False
2022-03-27,78,False
2022-04-03,44,False
2022-04-10,0,False
2022-04-17,0,False
2022-04-24,49,False
2022-05-01,68,False
2022-05-08,74,False
2022-05-15,64,False
2022-05-22,78,False
2022-05-29,100,False
2022-06-05,0,False
2022-06-12,59,False
2022-06-19,0,False
2022-06-26,75,False
2022-07-03,0,False
2022-07-10,69,False
2022-07-17,51,False
2022-07-24,0,False
2022-07-31,54,False
2022-08-07,78,False
2022-08-14,59,False
2022-08-21,58,False
2022-08-28,52,False
2022-09-04,54,False
2022-09-11,0,False
2022-09-18,62,False
2022-09-25,0,False
2022-10-02,48,False
2022-10-09,79,False
2022-10-16,91,False
2022-10-23,54,False
2022-10-30,51,False
2022-11-06,90,False
2022-11-13,71,False
2022-11-20,56,False
2022-11-27,63,False
2022-12-04,53,False
2022-12-11,0,False
2022-12-18,54,False
2022-12-25,0,False
