date,/m/0jgxn,isPartial
2010-12-26,56,False
2011-01-02,73,False
2011-01-09,100,False
2011-01-16,94,False
2011-01-23,93,False
2011-01-30,90,False
2011-02-06,86,False
2011-02-13,77,False
2011-02-20,97,False
2011-02-27,93,False
2011-03-06,83,False
2011-03-13,69,False
2011-03-20,79,False
2011-03-27,96,False
2011-04-03,87,False
2011-04-10,92,False
2011-04-17,64,False
2011-04-24,78,False
2011-05-01,80,False
2011-05-08,99,False
2011-05-15,80,False
2011-05-22,83,False
2011-05-29,80,False
2011-06-05,79,False
2011-06-12,90,False
2011-06-19,78,False
2011-06-26,81,False
2011-07-03,79,False
2011-07-10,83,False
2011-07-17,70,False
2011-07-24,80,False
2011-07-31,72,False
2011-08-07,77,False
2011-08-14,69,False
2011-08-21,73,False
2011-08-28,89,False
2011-09-04,96,False
2011-09-11,96,False
2011-09-18,93,False
2011-09-25,87,False
2011-10-02,88,False
2011-10-09,91,False
2011-10-16,77,False
2011-10-23,74,False
2011-10-30,69,False
2011-11-06,90,False
2011-11-13,82,False
2011-11-20,94,False
2011-11-27,80,False
2011-12-04,81,False
2011-12-11,78,False
2011-12-18,73,False
2011-12-25,60,False
