date,/m/06796,isPartial
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,61,False
2020-02-02,0,False
2020-02-09,59,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,88,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,45,False
2020-04-26,0,False
2020-05-03,60,False
2020-05-10,60,False
2020-05-17,0,False
2020-05-24,0,False
2020-05-31,74,False
2020-06-07,56,False
2020-06-14,100,False
2020-06-21,0,False
2020-06-28,0,False
2020-07-05,0,False
2020-07-12,0,False
2020-07-19,100,False
2020-07-26,71,False
2020-08-02,0,False
2020-08-09,0,False
2020-08-16,0,False
2020-08-23,57,False
2020-08-30,0,False
2020-09-06,76,False
2020-09-13,53,False
2020-09-20,0,False
2020-09-27,0,False
2020-10-04,79,False
2020-10-11,0,False
2020-10-18,76,False
2020-10-25,0,False
2020-11-01,0,False
2020-11-08,0,False
2020-11-15,47,False
2020-11-22,53,False
2020-11-29,62,False
2020-12-06,0,False
2020-12-13,0,False
2020-12-20,0,False
2020-12-27,0,False
