date,/m/03f_cb,isPartial
2019-12-29,0,False
2020-01-05,78,False
2020-01-12,99,False
2020-01-19,77,False
2020-01-26,0,False
2020-02-02,66,False
2020-02-09,75,False
2020-02-16,66,False
2020-02-23,75,False
2020-03-01,64,False
2020-03-08,64,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,63,False
2020-04-05,77,False
2020-04-12,83,False
2020-04-19,68,False
2020-04-26,78,False
2020-05-03,83,False
2020-05-10,72,False
2020-05-17,71,False
2020-05-24,76,False
2020-05-31,0,False
2020-06-07,0,False
2020-06-14,87,False
2020-06-21,82,False
2020-06-28,75,False
2020-07-05,100,False
2020-07-12,85,False
2020-07-19,0,False
2020-07-26,0,False
2020-08-02,81,False
2020-08-09,0,False
2020-08-16,0,False
2020-08-23,0,False
2020-08-30,77,False
2020-09-06,0,False
2020-09-13,0,False
2020-09-20,0,False
2020-09-27,0,False
2020-10-04,0,False
2020-10-11,0,False
2020-10-18,0,False
2020-10-25,0,False
2020-11-01,63,False
2020-11-08,0,False
2020-11-15,0,False
2020-11-22,0,False
2020-11-29,70,False
2020-12-06,0,False
2020-12-13,0,False
2020-12-20,0,False
2020-12-27,0,False
