date,/m/0jgxn,isPartial
2019-12-29,0,False
2020-01-05,36,False
2020-01-12,49,False
2020-01-19,48,False
2020-01-26,35,False
2020-02-02,48,False
2020-02-09,44,False
2020-02-16,49,False
2020-02-23,0,False
2020-03-01,38,False
2020-03-08,42,False
2020-03-15,0,False
2020-03-22,33,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,27,False
2020-04-19,30,False
2020-04-26,52,False
2020-05-03,28,False
2020-05-10,0,False
2020-05-17,37,False
2020-05-24,35,False
2020-05-31,41,False
2020-06-07,33,False
2020-06-14,0,False
2020-06-21,0,False
2020-06-28,30,False
2020-07-05,0,False
2020-07-12,56,False
2020-07-19,62,False
2020-07-26,67,False
2020-08-02,60,False
2020-08-09,67,False
2020-08-16,62,False
2020-08-23,86,False
2020-08-30,73,False
2020-09-06,73,False
2020-09-13,93,False
2020-09-20,84,False
2020-09-27,64,False
2020-10-04,54,False
2020-10-11,61,False
2020-10-18,73,False
2020-10-25,100,False
2020-11-01,68,False
2020-11-08,79,False
2020-11-15,64,False
2020-11-22,70,False
2020-11-29,90,False
2020-12-06,38,False
2020-12-13,62,False
2020-12-20,0,False
2020-12-27,52,False
