date,/m/0jgxn,isPartial
2019-12-29,50,False
2020-01-05,62,False
2020-01-12,50,False
2020-01-19,86,False
2020-01-26,79,False
2020-02-02,33,False
2020-02-09,35,False
2020-02-16,0,False
2020-02-23,42,False
2020-03-01,28,False
2020-03-08,29,False
2020-03-15,32,False
2020-03-22,38,False
2020-03-29,67,False
2020-04-05,93,False
2020-04-12,70,False
2020-04-19,78,False
2020-04-26,70,False
2020-05-03,55,False
2020-05-10,45,False
2020-05-17,48,False
2020-05-24,55,False
2020-05-31,31,False
2020-06-07,27,False
2020-06-14,0,False
2020-06-21,0,False
2020-06-28,41,False
2020-07-05,28,False
2020-07-12,61,False
2020-07-19,100,False
2020-07-26,63,False
2020-08-02,68,False
2020-08-09,46,False
2020-08-16,57,False
2020-08-23,70,False
2020-08-30,79,False
2020-09-06,69,False
2020-09-13,74,False
2020-09-20,53,False
2020-09-27,65,False
2020-10-04,64,False
2020-10-11,51,False
2020-10-18,0,False
2020-10-25,32,False
2020-11-01,29,False
2020-11-08,37,False
2020-11-15,22,False
2020-11-22,0,False
2020-11-29,0,False
2020-12-06,28,False
2020-12-13,25,False
2020-12-20,0,False
2020-12-27,28,False
