date,/m/0jgxn,isPartial
2021-12-26,0,False
2022-01-02,76,False
2022-01-09,90,False
2022-01-16,0,False
2022-01-23,0,False
2022-01-30,86,False
2022-02-06,94,False
2022-02-13,68,False
2022-02-20,0,False
2022-02-27,0,False
2022-03-06,0,False
2022-03-13,0,False
2022-03-20,81,False
2022-03-27,65,False
2022-04-03,0,False
2022-04-10,84,False
2022-04-17,95,False
2022-04-24,63,False
2022-05-01,0,False
2022-05-08,82,False
2022-05-15,0,False
2022-05-22,58,False
2022-05-29,0,False
2022-06-05,84,False
2022-06-12,87,False
2022-06-19,0,False
2022-06-26,0,False
2022-07-03,82,False
2022-07-10,0,False
2022-07-17,75,False
2022-07-24,75,False
2022-07-31,0,False
2022-08-07,0,False
2022-08-14,78,False
2022-08-21,0,False
2022-08-28,0,False
2022-09-04,82,False
2022-09-11,67,False
2022-09-18,78,False
2022-09-25,100,False
2022-10-02,0,False
2022-10-09,0,False
2022-10-16,92,False
2022-10-23,93,False
2022-10-30,68,False
2022-11-06,73,False
2022-11-13,100,False
2022-11-20,72,False
2022-11-27,94,False
2022-12-04,84,False
2022-12-11,0,False
2022-12-18,82,False
2022-12-25,71,False
