date,/m/06796,isPartial
2017-12-31,0,False
2018-01-07,0,False
2018-01-14,57,False
2018-01-21,94,False
2018-01-28,92,False
2018-02-04,62,False
2018-02-11,65,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,70,False
2018-03-11,84,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,93,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,70,False
2018-05-13,76,False
2018-05-20,0,False
2018-05-27,69,False
2018-06-03,0,False
2018-06-10,64,False
2018-06-17,0,False
2018-06-24,55,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,68,False
2018-07-22,64,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,76,False
2018-09-02,93,False
2018-09-09,78,False
2018-09-16,0,False
2018-09-23,84,False
2018-09-30,0,False
2018-10-07,84,False
2018-10-14,86,False
2018-10-21,100,False
2018-10-28,89,False
2018-11-04,82,False
2018-11-11,68,False
2018-11-18,0,False
2018-11-25,83,False
2018-12-02,86,False
2018-12-09,74,False
2018-12-16,80,False
2018-12-23,0,False
2018-12-30,67,False
