date,/m/0jgxn,isPartial
2017-12-31,61,False
2018-01-07,63,False
2018-01-14,68,False
2018-01-21,0,False
2018-01-28,69,False
2018-02-04,56,False
2018-02-11,48,False
2018-02-18,68,False
2018-02-25,59,False
2018-03-04,0,False
2018-03-11,100,False
2018-03-18,59,False
2018-03-25,53,False
2018-04-01,51,False
2018-04-08,55,False
2018-04-15,89,False
2018-04-22,81,False
2018-04-29,72,False
2018-05-06,0,False
2018-05-13,59,False
2018-05-20,50,False
2018-05-27,44,False
2018-06-03,77,False
2018-06-10,43,False
2018-06-17,68,False
2018-06-24,0,False
2018-07-01,70,False
2018-07-08,90,False
2018-07-15,50,False
2018-07-22,0,False
2018-07-29,51,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,65,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,48,False
2018-09-23,56,False
2018-09-30,57,False
2018-10-07,44,False
2018-10-14,70,False
2018-10-21,0,False
2018-10-28,51,False
2018-11-04,0,False
2018-11-11,87,False
2018-11-18,60,False
2018-11-25,64,False
2018-12-02,76,False
2018-12-09,0,False
2018-12-16,47,False
2018-12-23,0,False
2018-12-30,63,False
